"","uid","signup_dt","auth_type","device"
"36875",22233357,"2016-07-14","A",1
"36876",22234180,"2016-07-14","C",1
"36877",22234792,"2016-07-14","C",1
"36878",22234897,"2016-07-14","C",1
"36879",22235963,"2016-07-14","B",1
"36880",22237143,"2016-07-14","C",6
"36881",22238055,"2016-07-14","A",6
"36882",22238271,"2016-07-14","C",5
"36883",22239424,"2016-07-14","C",5
"36884",22240278,"2016-07-14","A",2
"36885",22240480,"2016-07-14","C",4
"36886",22244852,"2016-07-15","C",1
"36887",22245117,"2016-07-15","A",5
"36888",22246541,"2016-07-15","C",1
"36889",22247504,"2016-07-15","A",1
"36890",22249183,"2016-07-15","A",1
"36891",22249360,"2016-07-15","C",1
"36892",22249821,"2016-07-15","A",1
"36893",22251187,"2016-07-15","C",5
"36894",22251252,"2016-07-15","C",5
"36895",22251402,"2016-07-15","A",1
"36896",22253133,"2016-07-15","B",1
"36897",22253551,"2016-07-15","C",1
"36898",22253633,"2016-07-15","B",1
"36899",22254160,"2016-07-15","C",5
"36900",22254681,"2016-07-15","A",1
"36901",22256537,"2016-07-16","C",2
"36902",22257073,"2016-07-16","C",4
"36903",22260025,"2016-07-16","A",5
"36904",22260044,"2016-07-16","B",6
"36905",22260799,"2016-07-16","B",7
"36906",22260824,"2016-07-16","C",1
"36907",22260883,"2016-07-16","C",1
"36908",22261019,"2016-07-16","A",1
"36909",22263149,"2016-07-16","C",1
"36910",22263608,"2016-07-16","C",4
"36911",22263630,"2016-07-16","C",1
"36912",22265744,"2016-07-16","A",7
"36913",22265802,"2016-07-16","B",6
"36914",22265879,"2016-07-16","C",2
"36915",22266535,"2016-07-16","C",2
"36916",22267082,"2016-07-16","C",1
"36917",22267132,"2016-07-16","C",6
"36918",22267157,"2016-07-16","B",7
"36919",22267238,"2016-07-16","A",6
"36920",22267477,"2016-07-16","A",6
"36921",22267585,"2016-07-16","A",1
"36922",22267802,"2016-07-16","B",6
"36923",22269888,"2016-07-17","A",1
"36924",22271236,"2016-07-17","B",7
"36925",22272363,"2016-07-17","C",4
"36926",22273703,"2016-07-17","B",1
"36927",22274835,"2016-07-17","A",6
"36928",22274982,"2016-07-17","C",1
"36929",22275681,"2016-07-17","C",6
"36930",22275825,"2016-07-17","B",1
"36931",22276546,"2016-07-17","B",1
"36932",22277636,"2016-07-17","B",7
"36933",22278139,"2016-07-17","C",5
"36934",22278144,"2016-07-17","B",6
"36935",22278964,"2016-07-17","B",1
"36936",22281188,"2016-07-17","A",5
"36937",22283253,"2016-07-17","C",4
"36938",22283650,"2016-07-17","C",4
"36939",22284641,"2016-07-17","C",6
"36940",22288277,"2016-07-18","C",1
"36941",22288722,"2016-07-18","B",1
"36942",22288772,"2016-07-18","C",5
"36943",22289456,"2016-07-18","A",6
"36944",22289989,"2016-07-18","C",6
"36945",22290654,"2016-07-18","C",1
"36946",22290657,"2016-07-18","B",1
"36947",22293345,"2016-07-18","C",1
"36948",22293891,"2016-07-18","C",1
"36949",22295269,"2016-07-18","A",7
"36950",22295706,"2016-07-18","C",1
"36951",22296439,"2016-07-18","B",6
"36952",22297400,"2016-07-18","B",6
"36953",22297952,"2016-07-18","C",6
"36954",22298007,"2016-07-18","C",1
"36955",22298268,"2016-07-18","C",5
"36956",22298379,"2016-07-18","C",1
"36957",22298563,"2016-07-18","B",1
"36958",22299484,"2016-07-18","C",1
"36959",22301505,"2016-07-19","C",5
"36960",22301872,"2016-07-19","C",2
"36961",22302991,"2016-07-19","C",2
"36962",22304419,"2016-07-19","B",1
"36963",22304438,"2016-07-19","C",6
"36964",22306001,"2016-07-19","B",1
"36965",22306406,"2016-07-19","C",1
"36966",22307204,"2016-07-19","B",1
"36967",22307676,"2016-07-19","B",1
"36968",22308665,"2016-07-19","B",7
"36969",22309062,"2016-07-19","A",6
"36970",22312149,"2016-07-19","C",7
"36971",22314977,"2016-07-19","A",7
"36972",22315889,"2016-07-20","B",1
"36973",22322806,"2016-07-20","C",1
"36974",22323285,"2016-07-20","B",1
"36975",22324161,"2016-07-20","B",1
"36976",22324522,"2016-07-20","C",5
"36977",22326664,"2016-07-20","C",7
"36978",22327817,"2016-07-20","C",1
"36979",22327899,"2016-07-20","B",7
"36980",22328121,"2016-07-20","C",1
"36981",22328242,"2016-07-20","A",1
"36982",22329727,"2016-07-20","A",1
"36983",22329760,"2016-07-20","A",1
"36984",22333650,"2016-07-21","C",1
"36985",22335294,"2016-07-21","B",1
"36986",22336229,"2016-07-21","A",6
"36987",22336430,"2016-07-21","A",3
"36988",22337569,"2016-07-21","C",5
"36989",22338386,"2016-07-21","B",1
"36990",22339312,"2016-07-21","C",1
"36991",22340132,"2016-07-21","C",1
"36992",22340385,"2016-07-21","C",1
"36993",22342272,"2016-07-21","C",7
"36994",22346396,"2016-07-22","A",6
"36995",22347511,"2016-07-22","C",6
"36996",22349098,"2016-07-22","C",1
"36997",22352011,"2016-07-22","B",6
"36998",22352568,"2016-07-22","C",1
"36999",22353096,"2016-07-22","C",1
"37000",22353655,"2016-07-22","B",1
"37001",22353747,"2016-07-22","C",5
"37002",22354728,"2016-07-22","B",1
"37003",22355625,"2016-07-22","A",1
"37004",22355938,"2016-07-22","A",1
"37005",22356256,"2016-07-22","C",1
"37006",22356664,"2016-07-22","B",1
"37007",22356712,"2016-07-22","A",5
"37008",22357019,"2016-07-22","B",6
"37009",22360293,"2016-07-23","A",7
"37010",22361992,"2016-07-23","C",1
"37011",22362128,"2016-07-23","C",2
"37012",22362180,"2016-07-23","A",1
"37013",22362192,"2016-07-23","B",1
"37014",22363292,"2016-07-23","C",2
"37015",22363910,"2016-07-23","A",1
"37016",22364296,"2016-07-23","B",7
"37017",22364726,"2016-07-23","C",5
"37018",22365706,"2016-07-23","C",1
"37019",22366482,"2016-07-23","A",6
"37020",22367549,"2016-07-23","B",1
"37021",22368206,"2016-07-23","C",4
"37022",22368208,"2016-07-23","A",1
"37023",22369164,"2016-07-23","C",2
"37024",22369439,"2016-07-23","C",5
"37025",22369855,"2016-07-23","A",2
"37026",22370882,"2016-07-23","B",7
"37027",22377139,"2016-07-24","C",6
"37028",22377652,"2016-07-24","C",5
"37029",22377990,"2016-07-24","C",6
"37030",22378464,"2016-07-24","A",5
"37031",22378617,"2016-07-24","A",1
"37032",22381099,"2016-07-24","A",6
"37033",22381881,"2016-07-24","C",1
"37034",22381956,"2016-07-24","B",1
"37035",22383140,"2016-07-24","B",1
"37036",22383440,"2016-07-24","C",1
"37037",22385510,"2016-07-24","B",2
"37038",22385775,"2016-07-24","C",1
"37039",22386292,"2016-07-24","A",1
"37040",22388141,"2016-07-25","B",1
"37041",22390963,"2016-07-25","C",4
"37042",22391265,"2016-07-25","B",1
"37043",22393743,"2016-07-25","A",1
"37044",22394170,"2016-07-25","C",5
"37045",22394708,"2016-07-25","C",1
"37046",22394986,"2016-07-25","C",7
"37047",22396900,"2016-07-25","C",5
"37048",22397299,"2016-07-25","C",1
"37049",22397791,"2016-07-25","B",1
"37050",22398193,"2016-07-25","C",4
"37051",22398210,"2016-07-25","C",1
"37052",22399407,"2016-07-25","B",7
"37053",22399537,"2016-07-25","B",1
"37054",22399706,"2016-07-25","C",2
"37055",22400230,"2016-07-25","A",7
"37056",22400347,"2016-07-25","C",7
"37057",22400692,"2016-07-25","C",2
"37058",22400983,"2016-07-25","B",1
"37059",22401574,"2016-07-25","C",5
"37060",22402059,"2016-07-25","A",2
"37061",22402210,"2016-07-25","C",6
"37062",22402271,"2016-07-25","B",1
"37063",22402598,"2016-07-25","A",1
"37064",22409562,"2016-07-26","C",1
"37065",22409651,"2016-07-26","C",5
"37066",22409653,"2016-07-26","A",1
"37067",22410240,"2016-07-26","C",1
"37068",22410561,"2016-07-26","C",5
"37069",22412077,"2016-07-26","A",1
"37070",22412096,"2016-07-26","C",1
"37071",22412929,"2016-07-26","A",1
"37072",22412965,"2016-07-26","C",7
"37073",22413235,"2016-07-26","C",6
"37074",22413298,"2016-07-26","C",6
"37075",22415692,"2016-07-26","A",6
"37076",22416684,"2016-07-26","C",6
"37077",22417077,"2016-07-26","C",1
"37078",22417551,"2016-07-26","C",5
"37079",22420570,"2016-07-27","C",1
"37080",22421650,"2016-07-27","C",5
"37081",22422357,"2016-07-27","C",6
"37082",22423369,"2016-07-27","C",1
"37083",22423498,"2016-07-27","C",1
"37084",22423983,"2016-07-27","C",1
"37085",22424705,"2016-07-27","C",1
"37086",22425383,"2016-07-27","B",1
"37087",22428741,"2016-07-27","C",1
"37088",22428968,"2016-07-27","C",1
"37089",22430151,"2016-07-27","B",1
"37090",22430180,"2016-07-27","C",5
"37091",22430417,"2016-07-27","C",1
"37092",22431133,"2016-07-27","C",1
"37093",22431394,"2016-07-27","C",4
"37094",22432023,"2016-07-27","B",1
"37095",22432703,"2016-07-27","C",1
"37096",22432798,"2016-07-27","C",6
"37097",22432933,"2016-07-27","C",1
"37098",22434969,"2016-07-28","C",5
"37099",22436022,"2016-07-28","C",7
"37100",22437084,"2016-07-28","B",1
"37101",22437878,"2016-07-28","C",7
"37102",22438367,"2016-07-28","C",1
"37103",22438369,"2016-07-28","C",1
"37104",22439413,"2016-07-28","B",7
"37105",22442046,"2016-07-28","A",6
"37106",22442163,"2016-07-28","A",1
"37107",22443059,"2016-07-28","C",5
"37108",22443863,"2016-07-28","C",6
"37109",22443984,"2016-07-28","C",2
"37110",22444055,"2016-07-28","B",1
"37111",22444260,"2016-07-28","C",6
"37112",22444838,"2016-07-28","B",2
"37113",22445900,"2016-07-28","A",1
"37114",22446692,"2016-07-28","C",1
"37115",22448854,"2016-07-29","A",1
"37116",22451152,"2016-07-29","C",5
"37117",22452348,"2016-07-29","C",5
"37118",22455738,"2016-07-29","C",1
"37119",22455862,"2016-07-29","A",6
"37120",22456451,"2016-07-29","A",6
"37121",22457307,"2016-07-29","B",1
"37122",22458030,"2016-07-29","A",6
"37123",22458061,"2016-07-29","B",6
"37124",22459334,"2016-07-29","A",6
"37125",22462400,"2016-07-30","C",1
"37126",22462748,"2016-07-30","A",5
"37127",22464834,"2016-07-30","C",1
"37128",22465110,"2016-07-30","A",6
"37129",22465295,"2016-07-30","C",1
"37130",22466000,"2016-07-30","A",7
"37131",22466190,"2016-07-30","B",6
"37132",22466710,"2016-07-30","C",1
"37133",22467112,"2016-07-30","A",7
"37134",22467692,"2016-07-30","A",1
"37135",22468335,"2016-07-30","A",1
"37136",22468904,"2016-07-30","C",1
"37137",22469806,"2016-07-30","C",7
"37138",22470255,"2016-07-30","C",1
"37139",22470287,"2016-07-30","C",1
"37140",22471116,"2016-07-30","A",5
"37141",22471718,"2016-07-30","B",1
"37142",22472442,"2016-07-30","A",6
"37143",22476355,"2016-07-31","C",5
"37144",22477290,"2016-07-31","C",4
"37145",22477727,"2016-07-31","A",1
"37146",22477789,"2016-07-31","B",1
"37147",22478090,"2016-07-31","A",1
"37148",22478561,"2016-07-31","B",7
"37149",22478903,"2016-07-31","C",2
"37150",22481128,"2016-07-31","B",6
"37151",22482583,"2016-07-31","C",5
"37152",22482797,"2016-07-31","C",1
"37153",22483002,"2016-07-31","C",1
"37154",22483040,"2016-07-31","A",6
"37155",22483276,"2016-07-31","C",6
"37156",22484812,"2016-07-31","A",4
"37157",22485420,"2016-07-31","C",4
"37158",22485537,"2016-07-31","C",1
"37159",22487079,"2016-07-31","C",6
"37160",22487240,"2016-07-31","C",1
"37161",22487251,"2016-07-31","C",5
"37162",22487689,"2016-07-31","B",1
"37163",22487886,"2016-07-31","C",1
"37164",22490837,"2016-07-31","C",5
"37165",22490916,"2016-07-31","A",1
"37166",22493793,"2016-08-01","C",1
"37167",22494735,"2016-08-01","C",2
"37168",22494785,"2016-08-01","B",1
"37169",22495864,"2016-08-01","C",5
"37170",22496130,"2016-08-01","C",5
"37171",22496917,"2016-08-01","C",1
"37172",22497394,"2016-08-01","C",1
"37173",22499127,"2016-08-01","A",4
"37174",22499152,"2016-08-01","C",5
"37175",22499347,"2016-08-01","B",1
"37176",22499849,"2016-08-01","C",4
"37177",22500162,"2016-08-01","A",4
"37178",22500706,"2016-08-01","C",1
"37179",22501462,"2016-08-01","C",5
"37180",22502074,"2016-08-01","B",7
"37181",22502121,"2016-08-01","A",1
"37182",22502190,"2016-08-01","C",5
"37183",22502309,"2016-08-01","C",1
"37184",22503346,"2016-08-01","A",1
"37185",22504386,"2016-08-01","B",6
"37186",22504453,"2016-08-01","C",1
"37187",22505487,"2016-08-01","C",5
"37188",22506487,"2016-08-01","C",1
"37189",22506709,"2016-08-01","B",1
"37190",22512881,"2016-08-02","B",1
"37191",22513371,"2016-08-02","A",1
"37192",22513717,"2016-08-02","A",5
"37193",22513767,"2016-08-02","C",1
"37194",21635696,"2016-06-01","B",7
"37195",21638492,"2016-06-01","C",1
"37196",21639030,"2016-06-01","C",1
"37197",21639434,"2016-06-01","C",4
"37198",21639444,"2016-06-01","A",1
"37199",21640267,"2016-06-01","C",5
"37200",21641255,"2016-06-01","C",1
"37201",21642768,"2016-06-01","B",7
"37202",21643051,"2016-06-01","A",1
"37203",21644742,"2016-06-01","C",1
"37204",21645117,"2016-06-01","C",7
"37205",21645498,"2016-06-01","A",6
"37206",21645603,"2016-06-01","C",1
"37207",21645941,"2016-06-01","B",6
"37208",21646572,"2016-06-01","C",1
"37209",21649548,"2016-06-02","C",1
"37210",21650711,"2016-06-02","A",6
"37211",21652072,"2016-06-02","C",6
"37212",21653910,"2016-06-02","C",1
"37213",21654879,"2016-06-02","A",1
"37214",21655032,"2016-06-02","C",1
"37215",21657430,"2016-06-02","C",6
"37216",21658327,"2016-06-02","C",1
"37217",21658716,"2016-06-02","C",5
"37218",21658852,"2016-06-02","C",1
"37219",21659281,"2016-06-02","A",4
"37220",21659388,"2016-06-02","C",1
"37221",21659407,"2016-06-02","C",6
"37222",21659617,"2016-06-02","C",6
"37223",21659622,"2016-06-02","A",2
"37224",21660194,"2016-06-02","C",5
"37225",21660328,"2016-06-02","C",5
"37226",21660389,"2016-06-02","C",7
"37227",21660657,"2016-06-02","C",6
"37228",21661092,"2016-06-02","A",5
"37229",21661999,"2016-06-02","C",6
"37230",21662814,"2016-06-03","A",5
"37231",21664028,"2016-06-03","C",2
"37232",21664803,"2016-06-03","C",6
"37233",21665528,"2016-06-03","C",1
"37234",21667021,"2016-06-03","A",1
"37235",21668601,"2016-06-03","C",1
"37236",21668603,"2016-06-03","B",1
"37237",21668951,"2016-06-03","B",1
"37238",21668955,"2016-06-03","C",6
"37239",21669489,"2016-06-03","C",1
"37240",21669551,"2016-06-03","C",7
"37241",21669592,"2016-06-03","C",1
"37242",21669631,"2016-06-03","A",1
"37243",21669918,"2016-06-03","C",6
"37244",21670192,"2016-06-03","C",2
"37245",21670378,"2016-06-03","C",2
"37246",21670985,"2016-06-03","C",1
"37247",21671548,"2016-06-03","C",1
"37248",21672063,"2016-06-03","C",1
"37249",21673167,"2016-06-03","A",1
"37250",21676672,"2016-06-04","C",5
"37251",21680709,"2016-06-04","C",7
"37252",21681293,"2016-06-04","A",4
"37253",21681514,"2016-06-04","A",1
"37254",21682372,"2016-06-04","A",1
"37255",21682773,"2016-06-04","A",7
"37256",21682988,"2016-06-04","B",2
"37257",21683613,"2016-06-04","C",1
"37258",21684211,"2016-06-04","A",1
"37259",21684522,"2016-06-04","C",6
"37260",21684569,"2016-06-04","C",4
"37261",21685065,"2016-06-04","C",5
"37262",21685268,"2016-06-04","C",4
"37263",21686033,"2016-06-04","C",1
"37264",21686216,"2016-06-04","C",1
"37265",21686247,"2016-06-04","A",5
"37266",21689549,"2016-06-05","C",2
"37267",21690080,"2016-06-05","A",1
"37268",21690341,"2016-06-05","C",6
"37269",21691216,"2016-06-05","C",6
"37270",21691290,"2016-06-05","A",5
"37271",21691404,"2016-06-05","C",1
"37272",21692320,"2016-06-05","A",7
"37273",21692911,"2016-06-05","A",7
"37274",21692976,"2016-06-05","C",1
"37275",21693129,"2016-06-05","A",2
"37276",21693290,"2016-06-05","B",7
"37277",21693633,"2016-06-05","C",1
"37278",21696888,"2016-06-05","C",6
"37279",21697747,"2016-06-05","A",5
"37280",21698720,"2016-06-05","C",2
"37281",21699567,"2016-06-05","C",1
"37282",21700189,"2016-06-05","A",1
"37283",21705219,"2016-06-06","C",1
"37284",21706214,"2016-06-06","C",5
"37285",21706661,"2016-06-06","C",1
"37286",21707370,"2016-06-06","C",2
"37287",21708233,"2016-06-06","A",1
"37288",21708716,"2016-06-06","C",1
"37289",21709333,"2016-06-06","C",1
"37290",21709684,"2016-06-06","A",5
"37291",21711381,"2016-06-06","A",1
"37292",21711487,"2016-06-06","B",1
"37293",21712000,"2016-06-06","A",5
"37294",21712120,"2016-06-06","C",1
"37295",21712903,"2016-06-06","C",1
"37296",21713296,"2016-06-06","A",7
"37297",21713583,"2016-06-06","C",1
"37298",21715448,"2016-06-06","A",1
"37299",21718275,"2016-06-07","B",7
"37300",21721456,"2016-06-07","C",1
"37301",21722397,"2016-06-07","C",6
"37302",21724170,"2016-06-07","C",1
"37303",21724530,"2016-06-07","C",1
"37304",21724981,"2016-06-07","B",1
"37305",21725667,"2016-06-07","C",6
"37306",21726222,"2016-06-07","C",1
"37307",21726784,"2016-06-07","C",5
"37308",21727039,"2016-06-07","C",1
"37309",21727197,"2016-06-07","C",1
"37310",21727326,"2016-06-07","A",1
"37311",21728573,"2016-06-07","C",1
"37312",21729578,"2016-06-07","A",5
"37313",21731363,"2016-06-08","A",5
"37314",21733872,"2016-06-08","C",1
"37315",21734423,"2016-06-08","C",2
"37316",21734766,"2016-06-08","A",1
"37317",21736617,"2016-06-08","C",6
"37318",21738275,"2016-06-08","C",1
"37319",21738524,"2016-06-08","C",4
"37320",21739670,"2016-06-08","C",2
"37321",21739920,"2016-06-08","C",1
"37322",21740888,"2016-06-08","A",7
"37323",21741041,"2016-06-08","A",1
"37324",21742261,"2016-06-08","C",6
"37325",21742598,"2016-06-08","A",7
"37326",21742671,"2016-06-08","C",1
"37327",21743785,"2016-06-09","C",2
"37328",21745824,"2016-06-09","C",2
"37329",21746845,"2016-06-09","C",6
"37330",21747897,"2016-06-09","C",1
"37331",21749459,"2016-06-09","C",1
"37332",21749743,"2016-06-09","C",1
"37333",21750366,"2016-06-09","C",1
"37334",21750506,"2016-06-09","A",7
"37335",21751713,"2016-06-09","C",1
"37336",21751835,"2016-06-09","C",1
"37337",21752507,"2016-06-09","C",1
"37338",21752703,"2016-06-09","C",7
"37339",21753845,"2016-06-09","C",1
"37340",21754149,"2016-06-09","C",6
"37341",21754246,"2016-06-09","A",1
"37342",21755219,"2016-06-09","A",4
"37343",21755276,"2016-06-09","C",7
"37344",21758445,"2016-06-10","B",6
"37345",21758584,"2016-06-10","C",1
"37346",21760079,"2016-06-10","C",6
"37347",21760365,"2016-06-10","C",2
"37348",21761324,"2016-06-10","C",1
"37349",21761761,"2016-06-10","C",1
"37350",21763360,"2016-06-10","C",1
"37351",21763363,"2016-06-10","A",7
"37352",21764560,"2016-06-10","C",1
"37353",21764596,"2016-06-10","A",6
"37354",21765216,"2016-06-10","C",1
"37355",21765750,"2016-06-10","A",1
"37356",21766233,"2016-06-10","C",1
"37357",21766732,"2016-06-10","C",1
"37358",21766993,"2016-06-10","C",1
"37359",21767146,"2016-06-10","A",4
"37360",21767291,"2016-06-10","C",6
"37361",21767692,"2016-06-10","A",1
"37362",21767756,"2016-06-10","C",1
"37363",21768213,"2016-06-11","C",1
"37364",21769231,"2016-06-11","C",4
"37365",21769845,"2016-06-11","A",6
"37366",21770303,"2016-06-11","C",5
"37367",21770460,"2016-06-11","C",1
"37368",21771648,"2016-06-11","C",6
"37369",21773625,"2016-06-11","C",1
"37370",21773997,"2016-06-11","C",4
"37371",21774970,"2016-06-11","C",1
"37372",21776190,"2016-06-11","A",1
"37373",21776291,"2016-06-11","C",6
"37374",21776311,"2016-06-11","C",1
"37375",21776460,"2016-06-11","C",1
"37376",21778277,"2016-06-11","B",3
"37377",21778606,"2016-06-11","C",5
"37378",21779346,"2016-06-11","C",1
"37379",21780305,"2016-06-11","C",2
"37380",21780345,"2016-06-12","A",1
"37381",21783448,"2016-06-12","C",2
"37382",21783885,"2016-06-12","C",1
"37383",21787026,"2016-06-12","C",1
"37384",21787827,"2016-06-12","C",1
"37385",21787882,"2016-06-12","C",6
"37386",21788724,"2016-06-12","C",1
"37387",21789025,"2016-06-12","C",2
"37388",21789593,"2016-06-12","C",2
"37389",21790513,"2016-06-12","A",1
"37390",21790631,"2016-06-12","C",1
"37391",21791237,"2016-06-12","C",1
"37392",21792062,"2016-06-12","C",6
"37393",21792618,"2016-06-12","C",2
"37394",21792702,"2016-06-12","A",1
"37395",21792884,"2016-06-12","C",1
"37396",21793302,"2016-06-12","A",6
"37397",21793373,"2016-06-12","C",1
"37398",21793614,"2016-06-12","A",5
"37399",21796090,"2016-06-13","C",1
"37400",21797951,"2016-06-13","C",5
"37401",21801270,"2016-06-13","A",1
"37402",21801327,"2016-06-13","C",6
"37403",21804355,"2016-06-13","A",1
"37404",21804428,"2016-06-13","C",1
"37405",21804723,"2016-06-13","A",1
"37406",21805634,"2016-06-13","C",1
"37407",21806639,"2016-06-13","A",6
"37408",21806912,"2016-06-13","B",6
"37409",21807374,"2016-06-13","A",4
"37410",21807454,"2016-06-13","C",1
"37411",21807676,"2016-06-13","A",1
"37412",21808014,"2016-06-13","C",2
"37413",21808324,"2016-06-13","A",7
"37414",21810589,"2016-06-14","B",1
"37415",21810797,"2016-06-14","A",1
"37416",21811631,"2016-06-14","C",6
"37417",21812100,"2016-06-14","B",6
"37418",21813572,"2016-06-14","C",1
"37419",21813612,"2016-06-14","C",1
"37420",21813938,"2016-06-14","B",1
"37421",21814685,"2016-06-14","C",2
"37422",21815829,"2016-06-14","C",1
"37423",21816824,"2016-06-14","C",1
"37424",21817705,"2016-06-14","C",2
"37425",21817971,"2016-06-14","B",1
"37426",21819049,"2016-06-14","C",1
"37427",21819796,"2016-06-14","C",6
"37428",21819935,"2016-06-14","C",6
"37429",21820672,"2016-06-14","A",1
"37430",21822014,"2016-06-14","C",2
"37431",21824507,"2016-06-15","C",1
"37432",21825209,"2016-06-15","C",1
"37433",21826481,"2016-06-15","A",7
"37434",21826488,"2016-06-15","B",1
"37435",21826492,"2016-06-15","A",1
"37436",21827505,"2016-06-15","C",5
"37437",21830087,"2016-06-15","C",2
"37438",21830143,"2016-06-15","B",7
"37439",21830484,"2016-06-15","B",1
"37440",21830733,"2016-06-15","C",1
"37441",21831309,"2016-06-15","C",1
"37442",21832263,"2016-06-15","A",5
"37443",21833111,"2016-06-15","C",6
"37444",21838324,"2016-06-16","B",1
"37445",21838354,"2016-06-16","C",1
"37446",21840890,"2016-06-16","A",1
"37447",21840937,"2016-06-16","A",7
"37448",21841782,"2016-06-16","A",1
"37449",21843641,"2016-06-16","B",2
"37450",21844213,"2016-06-16","A",4
"37451",21844304,"2016-06-16","C",1
"37452",21844352,"2016-06-16","C",1
"37453",21844424,"2016-06-16","B",1
"37454",21844816,"2016-06-16","C",2
"37455",21845503,"2016-06-16","B",1
"37456",21845802,"2016-06-16","C",1
"37457",21846283,"2016-06-16","B",1
"37458",21847214,"2016-06-16","C",5
"37459",21850616,"2016-06-17","C",1
"37460",21850795,"2016-06-17","A",6
"37461",21850881,"2016-06-17","A",1
"37462",21851143,"2016-06-17","B",1
"37463",21851345,"2016-06-17","A",1
"37464",21851894,"2016-06-17","C",6
"37465",21852409,"2016-06-17","A",5
"37466",21852526,"2016-06-17","A",6
"37467",21853300,"2016-06-17","B",7
"37468",21854073,"2016-06-17","C",7
"37469",21854385,"2016-06-17","C",1
"37470",21854708,"2016-06-17","A",1
"37471",21855835,"2016-06-17","C",1
"37472",21856287,"2016-06-17","C",2
"37473",21857620,"2016-06-17","C",6
"37474",21858760,"2016-06-17","C",5
"37475",21858843,"2016-06-17","C",6
"37476",21858878,"2016-06-17","C",1
"37477",21861420,"2016-06-18","C",6
"37478",21863038,"2016-06-18","B",6
"37479",21863689,"2016-06-18","C",2
"37480",21863834,"2016-06-18","C",5
"37481",21865924,"2016-06-18","C",4
"37482",21866341,"2016-06-18","C",1
"37483",21866638,"2016-06-18","C",2
"37484",21867291,"2016-06-18","A",1
"37485",21867977,"2016-06-18","C",6
"37486",21868354,"2016-06-18","A",1
"37487",21868856,"2016-06-18","C",5
"37488",21868995,"2016-06-18","A",6
"37489",21869390,"2016-06-18","C",5
"37490",21870506,"2016-06-18","C",1
"37491",21874149,"2016-06-19","C",1
"37492",21876884,"2016-06-19","A",2
"37493",21877184,"2016-06-19","C",6
"37494",21877191,"2016-06-19","C",6
"37495",21877756,"2016-06-19","A",6
"37496",21878475,"2016-06-19","C",6
"37497",21881353,"2016-06-19","C",2
"37498",21881594,"2016-06-19","C",5
"37499",21883695,"2016-06-19","A",7
"37500",21884236,"2016-06-19","B",6
"37501",21884480,"2016-06-19","A",5
"37502",21886455,"2016-06-20","C",3
"37503",21887984,"2016-06-20","A",7
"37504",21888437,"2016-06-20","C",5
"37505",21889022,"2016-06-20","C",1
"37506",21890394,"2016-06-20","A",1
"37507",21891285,"2016-06-20","B",1
"37508",21891301,"2016-06-20","C",1
"37509",21892744,"2016-06-20","B",1
"37510",21893385,"2016-06-20","A",1
"37511",21893444,"2016-06-20","A",5
"37512",21893893,"2016-06-20","A",5
"37513",21893988,"2016-06-20","C",5
"37514",21894462,"2016-06-20","C",5
"37515",21895603,"2016-06-20","B",1
"37516",21895933,"2016-06-20","C",6
"37517",21896284,"2016-06-20","A",1
"37518",21901060,"2016-06-21","A",1
"37519",21902926,"2016-06-21","C",6
"37520",21902949,"2016-06-21","A",1
"37521",21903869,"2016-06-21","A",7
"37522",21904045,"2016-06-21","A",1
"37523",21906074,"2016-06-21","C",1
"37524",21907112,"2016-06-21","C",1
"37525",21907288,"2016-06-21","B",1
"37526",21907762,"2016-06-21","A",6
"37527",21908001,"2016-06-21","A",1
"37528",21908048,"2016-06-21","A",6
"37529",21908654,"2016-06-21","B",7
"37530",21909738,"2016-06-21","A",1
"37531",21910704,"2016-06-21","A",6
"37532",21915391,"2016-06-22","C",6
"37533",21918675,"2016-06-22","C",6
"37534",21920224,"2016-06-22","B",1
"37535",21920955,"2016-06-22","C",1
"37536",21921048,"2016-06-22","C",1
"37537",21921103,"2016-06-22","C",5
"37538",21921331,"2016-06-22","C",5
"37539",21922242,"2016-06-22","C",1
"37540",21922972,"2016-06-22","A",5
"37541",21923114,"2016-06-22","C",1
"37542",21924280,"2016-06-22","C",1
"37543",21924336,"2016-06-22","A",1
"37544",21924698,"2016-06-22","B",1
"37545",21926187,"2016-06-23","C",2
"37546",21928919,"2016-06-23","C",1
"37547",21930150,"2016-06-23","C",1
"37548",21930196,"2016-06-23","B",1
"37549",21930605,"2016-06-23","B",1
"37550",21930743,"2016-06-23","C",5
"37551",21931241,"2016-06-23","B",1
"37552",21931321,"2016-06-23","A",6
"37553",21933446,"2016-06-23","C",1
"37554",21933480,"2016-06-23","B",3
"37555",21934715,"2016-06-23","C",6
"37556",21934920,"2016-06-23","B",1
"37557",21935864,"2016-06-23","A",1
"37558",21936144,"2016-06-23","A",5
"37559",21936535,"2016-06-23","A",6
"37560",21941044,"2016-06-24","A",6
"37561",21942049,"2016-06-24","C",6
"37562",21942059,"2016-06-24","A",1
"37563",21942268,"2016-06-24","C",1
"37564",21944081,"2016-06-24","C",1
"37565",21945403,"2016-06-24","C",1
"37566",21945714,"2016-06-24","C",1
"37567",21947328,"2016-06-24","A",7
"37568",21947634,"2016-06-24","B",1
"37569",21947766,"2016-06-24","C",5
"37570",21947984,"2016-06-24","B",3
"37571",21949193,"2016-06-24","C",5
"37572",21949516,"2016-06-24","C",5
"37573",21953417,"2016-06-25","C",6
